CTD,Slope_mL_per_L_per_hr,Intercept_mL_per_L,R_squared,P_value,Std_err,Number_of_Timepoints
CTD_010_DEEP,0.9655290832697304,0.09301988129669048,0.733861098774337,0.00318219639917158,0.21976755995775799,9
